,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name
186,2352,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,155.0,Clean,Very safe,Somewhat satsified,Matthew Cunningham
187,801,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied,Frederick Cross
189,529,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,240.0,Somewhat dirty,Somewhat safe,Neutral,Hiram Heling
191,3107,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,247.0,Clean,Very safe,Very satisfied,Heather Torres
192,1785,Saturday,UNITED,RALEIGH-DURHAM,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Average,Neutral,Neutral,Ms. Judy Hunsicker
193,202,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Michael Wallace
194,883,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,145.0,Average,Very safe,Neutral,Mr. Gilbert Hastings
195,3142,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,45.0,Somewhat clean,Very safe,Somewhat satsified,Haley Berglund
196,3157,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,135.0,Somewhat clean,Very safe,Neutral,Lorraine Baker
197,1894,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,235.0,Somewhat clean,Very safe,Somewhat satsified,Donna Wilson
198,458,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,250.0,Somewhat clean,Somewhat safe,Very satisfied,Ms. Cassandra Paya
199,2020,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,105.0,Somewhat clean,Neutral,Neutral,Marvin Barbour
200,312,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,182.0,Somewhat clean,Very safe,Very satisfied,Miss Muriel Myers
201,2903,Friday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,195.0,Clean,Very safe,Very satisfied,Dr. Muriel Wheelock
202,2108,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,119.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Maritza Knowles
203,339,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,180.0,Average,Neutral,Neutral,Samantha Rinehart
204,2938,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,135.0,Average,Neutral,Neutral,Mr. Charles Davis
205,1396,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,295.0,Somewhat clean,Very safe,Neutral,Mr. Bryan Alexander
206,1843,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,55.00000000000011,Average,Somewhat safe,Somewhat satsified,Ms. Linda Vandis
207,3038,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,362.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Theresa Haskins
208,1482,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,179.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Greta Thomas
209,2670,Tuesday,SOUTHWEST,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,260.0,Average,Very safe,Somewhat satsified,Dr. Charlotte Williams
211,756,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Somewhat satsified,Dr. Ella Johnston
212,2128,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,243.0,Clean,Very safe,Somewhat satsified,William Sokol
213,1514,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium     ,Gates 1-12,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified,Patrick Revis
215,2481,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,89.0,Average,Somewhat safe,Neutral,Kenneth Campbell
217,1150,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,49.9999999999998,Clean,Very safe,Very satisfied,Mr. Allen Trapani
218,1105,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Neutral,Somewhat satsified,Mr. Gary Mcknight
219,2945,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Joshua Oeltjen
220,261,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115.0,Clean,Very safe,Somewhat satsified,Mr. Edward Kattner
221,819,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,80.0,Somewhat clean,Neutral,Neutral,Paul Fann
223,2924,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Melvin Mills
224,2245,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,140.0,Average,Somewhat safe,Somewhat satsified,Mr. Gilbert Span
225,238,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified,Mr. David Vega
226,1077,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,385.0,Somewhat clean,Somewhat safe,Neutral,Juan Broder
227,3176,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified,Miss Nicole Fenton
228,1798,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Neutral,Neutral,Ms. Joelle Lazarine
229,1737,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,420.0,Somewhat clean,Somewhat safe,Very satisfied,Jason Wilson
230,3264,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,390.0,Somewhat clean,Very safe,Very satisfied,Darlene Mims
231,2663,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,152.0,Clean,Somewhat safe,Somewhat satsified,Mr. Maurice Levine
232,1321,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276.0,Somewhat clean,Very safe,Neutral,Dr. James Lockhart
233,2377,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,250.0,Average,Neutral,Somewhat satsified,Scott Thomas
234,3024,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified,Ivan Yuen
235,713,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified,Joyce Tamburo
236,2385,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,2018-12-31,515.0,Somewhat clean,Very safe,Somewhat satsified,Reina Moore
237,1732,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satsified,Robert Torres
238,2878,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Very satisfied,Dr. Amanda Mathews
239,1607,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Very safe,Neutral,Mr. Justin Young
240,2562,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Somewhat satsified,Dr. William Miners
241,2682,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral,Susan Olson
242,1771,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied,Miss Cynthia Park
243,3265,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,82.0,Clean,Somewhat safe,Somewhat satsified,Mr. Eric Jones
244,2937,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,225.0,Average,Somewhat safe,Neutral,James Autrey
245,2550,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,300.0,Clean,Very safe,Very satisfied,Philip Ludwig
246,810,Sunday,ALASKA,BALTIMORE,EAST US,    Medium,Gates 50-59,2018-12-31,170.0,Clean,Somewhat safe,Neutral,Dr. Judith Warren
248,664,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified,Kathy Willis
249,2894,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Laurie Owen
250,2703,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Somewhat satsified,Miss Katherine Smith
251,2364,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Sharon Porcelli
252,1038,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral,Mark Schuman
253,3030,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Very satisfied,Jackson Williams
254,1438,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Scott Slavick
255,1634,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,120.0,Average,Neutral,Somewhat satsified,Mr. Justin Christian
256,2142,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral,Ms. Pearl Bryan
257,3198,Tuesday,UNITED,ONTARIO (CALIF),West US,Small     ,Gates 70-90,2018-12-31,1365.0,Average,Somewhat safe,Somewhat unsatisfied,Dr. Robert Henley
259,2658,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Paul Dukes
260,282,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,224.0,Clean,Very safe,Somewhat satsified,Kristen Travelstead
261,100,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Jeff Foster
263,3243,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Somewhat satsified,Kevin Ghosh
265,1646,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,350.0,Somewhat clean,Very safe,Neutral,Mr. Jeff Martinez
267,662,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,225.0,Clean,Very safe,Very satisfied,Eileen Finney
269,622,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Somewhat clean,Very safe,Neutral,Dr. Ann Walters
270,2132,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,183.0,Average,Very safe,Somewhat satsified,Kelly Hillier
271,2395,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Very satisfied,Mr. James Ralph
272,2126,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,190.0,Clean,Very safe,Somewhat satsified,Ms. Karen Wood
273,325,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,55.00000000000011,Somewhat clean,Very safe,Somewhat satsified,Dr. Kandy Ducharme
274,2531,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Very satisfied,Mr. Gilbert Cross
275,3210,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Very satisfied,Melvin Goffinet
276,1816,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215.0,Average,Somewhat safe,Somewhat satsified,Mr. Anthony Bellocchio
278,2852,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,607.0,Somewhat clean,Very safe,Neutral,Shannon Edmondson
279,3063,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215.0,Clean,Very safe,Somewhat satsified,Sheila Patterson
280,1923,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified,Marie Collins
281,2785,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Katherine Brinks
282,415,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,55.0,Somewhat clean,Very safe,Very satisfied,Ms. Theresa Keith
283,419,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium     ,Gates 60-69,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satsified,Tammy Trombly
284,1669,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Ann Estrada
285,420,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,158.0,Somewhat clean,Somewhat safe,Somewhat satsified,Henry Daley
289,2473,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,231.0,Somewhat clean,Somewhat safe,Somewhat satsified,David Kinney
290,1769,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satsified,Miss Katherine Hildreth
291,2122,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Neutral,Ms. Celeste Goodpasture
292,2921,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied,Ms. Floy Santiago
293,1180,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Clean,Very safe,Somewhat satsified,Mr. Brian Hunter
294,836,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Amanda Polycarpe
295,2899,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Clean,Very safe,Very satisfied,Shawn Garton
296,659,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,135.0,Somewhat clean,Very safe,Neutral,Nellie Savage
297,2240,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified,Debra Brogan
298,323,Thursday,UNITED,BURBANK,West US,    Small,Gates 70-90,2018-12-31,250.0,Clean,Very safe,Very satisfied,Frances Cozzolino
299,506,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,148.0,Average,Somewhat safe,Somewhat unsatisfied,Carolyn Jurczyk
300,2864,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,148.0,Somewhat clean,Somewhat safe,Neutral,Miss Marguerite Harden
302,2654,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub     ,Gates 1-12,2018-12-31,230.0,Clean,Very safe,Somewhat satsified,Dr. Paul Weeks
303,2662,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,105.0,Clean,Neutral,Somewhat satsified,Scott Brown
304,430,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,173.0,Clean,Very safe,Very satisfied,Sean Strong
305,1281,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Sonny Tomkins
306,2966,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Very safe,Somewhat satsified,Jay Kirby
307,1968,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Vera Martin
309,3249,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,185.0,Clean,Very safe,Very satisfied,Dr. Ruth Bushnell
310,2941,Friday,TURKISH AIRLINES,ISTANBUL,middle east,    Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Neutral,Steven Piotrowski
311,2810,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satsified,Ms. Ethel Lesage
313,2613,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,100.0,Somewhat clean,Somewhat safe,Neutral,Miss Cynthia Blanton
314,1914,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Lea Boldt
315,194,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,190.0,Somewhat clean,Somewhat safe,Somewhat satsified,Steven Hopper
316,2316,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied,Miss Tamara Temple
317,1430,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,82.0,Clean,Somewhat safe,Very satisfied,Erwin Poole
318,2881,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,130.0,Clean,Very safe,Very satisfied,Kari Montgomery
319,1864,Tuesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,100.0,Average,Somewhat safe,Somewhat unsatisfied,Jose Bolanos
321,1702,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied,Miss Alma Molina
322,653,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Neutral,Neutral,Janine Salgado
323,1500,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,135.0,Somewhat clean,Neutral,Neutral,Janis Tekautz
324,2660,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Very safe,Somewhat satsified,Terry Myott
325,656,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Humberto Romero
326,1908,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satsified,Dale Thomas
327,427,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,485.0,Somewhat clean,Very safe,Somewhat satsified,Phillip Debartolo
328,630,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,85.0,Clean,Neutral,Very satisfied,Mr. Daniel Blocker
329,1928,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,James Carroll
331,1587,Wednesday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Michael Gardner
332,1830,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Clean,Very safe,Very satisfied,Dr. Lydia Vermeesch
333,2516,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,199.0,Clean,Somewhat safe,Somewhat satsified,Ms. Marilyn Boyd
334,1076,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Average,Somewhat safe,Somewhat satsified,Hubert Scully
335,2943,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,125.0,Clean,Very safe,Very satisfied,Dr. Tommy Sachez
336,2939,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,585.0,Average,Very safe,Somewhat unsatisfied,Helen Dupuis
337,605,Thursday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satsified,Sarah Richardson
338,288,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,104.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Keith Yee
339,2622,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Somewhat clean,Somewhat safe,Neutral,Garfield Stack
340,3124,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,143.0,Somewhat clean,Neutral,Somewhat satsified,Dr. Marisela Davis
341,2431,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satsified,Alice Kennedy
342,1657,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral,Miss Violet Robinson
343,879,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Carl Gatlin
344,886,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,    Medium,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Somewhat satsified,Charles Wheeler
345,1557,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Clayton Cogswell
346,806,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Judith Nooe
347,692,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,213.0,Average,Neutral,Neutral,Mr. Peter Saur
348,196,Wednesday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,100.0,Average,Neutral,Neutral,Dr. Amelia Guidry
349,855,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,334.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Marcelo Alexander
350,3010,Wednesday,AMERICAN,MIAMI,EAST US,Hub     ,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satsified,Dr. Harry Hall
351,2338,Wednesday,UNITED,AUSTIN,Midwest US,Medium     ,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified,Ramon Krois
353,1891,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified,Connie Schecter
354,2403,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,230.0,Average,Very safe,Neutral,Brittney Ratliff
355,448,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified,Raul Rice
356,1182,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Average,Neutral,Neutral,Mr. Esteban Garrett
357,1609,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Somewhat clean,Very safe,Neutral,Stanley Kerley
360,3260,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Very safe,Very satisfied,Mr. Daniel Wall
361,308,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,80.0000000000002,Clean,Very safe,Somewhat satsified,Mr. Arthur Valliant
362,972,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,130.0,Average,Very safe,Neutral,Ms. Amalia Malik
363,1553,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Very satisfied,Mr. Larry Shull
364,1812,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Somewhat safe,Somewhat satsified,Ms. Barbara Wiggins
365,1061,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Clean,Very safe,Very satisfied,Dr. Hal Pierce
366,1811,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,211.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dora Alfaro
367,2714,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,61.99999999999989,Clean,Very safe,Very satisfied,Dr. Richard Craig
368,2724,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,107.0,Clean,Very safe,Somewhat satsified,Mr. Michael Buterbaugh
369,229,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,70.0000000000001,Clean,Very safe,Neutral,Dr. Keely Orth
370,1949,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Lindsey Gribble
371,1897,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat dirty,Neutral,Neutral,Mr. Gary Mcrae
372,2239,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,94.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Richard Nolan
373,479,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satsified,Dr. Manuel Torres
375,2170,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Somewhat safe,Somewhat satsified,Ms. Jan Moon
